instance_id,base_commit,file,line,start_line,end_line,n_lines,current_statement,extracted_statement,reason
sphinx-doc__sphinx-7910,27ac10de04697e2372d31db5548e56a7c6d9265d,sphinx/ext/napoleon/__init__.py,441,441,441,1,cls = obj.__globals__[cls_path],cls = obj.__globals__[cls_path],exact match
sphinx-doc__sphinx-8056,e188d56ed1248dead58f3f8018c0e9a3f99193f7,sphinx/ext/napoleon/docstring.py,276,276,276,1,"fields.append((_name, _type, _desc,))","fields.append((_name, _type, _desc,))",exact match
sphinx-doc__sphinx-8056,e188d56ed1248dead58f3f8018c0e9a3f99193f7,sphinx/ext/napoleon/docstring.py,684,684,684,1,fields = self._consume_fields(),fields = self._consume_fields(),exact match
sphinx-doc__sphinx-8120,795747bdb6b8fb7d717d5bbfc2c3316869e66a73,sphinx/application.py,296,296,296,1,"locale_dirs = [None, path.join(package_dir, 'locale')] + list(repo.locale_dirs)","locale_dirs = [None, path.join(package_dir, 'locale')] + list(repo.locale_dirs)",exact match
sphinx-doc__sphinx-8475,3ea1ec84cc610f7a9f4f6b354e264565254923ff,sphinx/builders/linkcheck.py,175,175,175,1,except HTTPError:,except HTTPError:,exact match
sphinx-doc__sphinx-8548,dd1615c59dc6fff633e27dbb3861f2d27e1fb976,sphinx/ext/autodoc/importer.py,310,310,310,1,if analyzer:,if analyzer:,exact match
sphinx-doc__sphinx-8548,dd1615c59dc6fff633e27dbb3861f2d27e1fb976,sphinx/ext/autodoc/importer.py,312,312,312,1,namespace = '.'.join(objpath),namespace = '.'.join(objpath),exact match
sphinx-doc__sphinx-8548,dd1615c59dc6fff633e27dbb3861f2d27e1fb976,sphinx/ext/autodoc/importer.py,314,314,314,1,if namespace == ns and name not in members:,if namespace == ns and name not in members:,exact match
sphinx-doc__sphinx-8551,57ed10c68057c96491acbd3e62254ccfaf9e3861,sphinx/domains/python.py,274,274,274,1,result['refspecific'] = True,result['refspecific'] = True,exact match
sphinx-doc__sphinx-9602,6c38f68dae221e8cfc70c137974b8b88bd3baaab,sphinx/domains/python.py,126,126,126,1,return [nodes.Text(node.value)],return [nodes.Text(node.value)],exact match
sphinx-doc__sphinx-9602,6c38f68dae221e8cfc70c137974b8b88bd3baaab,sphinx/domains/python.py,150,150,150,1,result.extend(unparse(node.slice)),result.extend(unparse(node.slice)),exact match
sphinx-doc__sphinx-9602,6c38f68dae221e8cfc70c137974b8b88bd3baaab,sphinx/domains/python.py,182,182,182,1,"if isinstance(node, nodes.Text) and node.strip():","if isinstance(node, nodes.Text) and node.strip():",exact match
sphinx-doc__sphinx-9658,232dbe41c5250eb7d559d40438c4743483e95f15,sphinx/ext/autodoc/mock.py,43,43,43,1,self.__qualname__ = '',self.__qualname__ = '',exact match
sphinx-doc__sphinx-9711,81a4fd973d4cfcb25d01a7b0be62cdb28f82406d,sphinx/extension.py,54,54,54,1,if extension.version == 'unknown version' or reqversion > extension.version:,if extension.version == 'unknown version' or reqversion > extension.version:,exact match
sympy__sympy-13031,2dfa7457f20ee187fbb09b5b6a1631da4458388c,sympy/matrices/sparse.py,1194,1194,1194,1,if not self:,if not self:,exact match
sympy__sympy-13031,2dfa7457f20ee187fbb09b5b6a1631da4458388c,sympy/matrices/sparse.py,1195,1195,1195,1,return type(self)(other),return type(self)(other),exact match
sympy__sympy-13031,2dfa7457f20ee187fbb09b5b6a1631da4458388c,sympy/matrices/sparse.py,988,988,988,1,if not self:,if not self:,exact match
sympy__sympy-13031,2dfa7457f20ee187fbb09b5b6a1631da4458388c,sympy/matrices/sparse.py,989,989,989,1,return type(self)(other),return type(self)(other),exact match
sympy__sympy-13877,1659712001810f5fc563a443949f8e3bb38af4bd,sympy/matrices/matrices.py,180,180,180,1,if val:,if val:,exact match
sympy__sympy-14248,9986b38181cdd556a3f3411e553864f11912244e,sympy/printing/latex.py,1481,1481,1481,1,"tex = "" + "".join(map(self._print, terms))","tex = "" + "".join(map(self._print, terms))",exact match
sympy__sympy-14248,9986b38181cdd556a3f3411e553864f11912244e,sympy/printing/latex.py,1491,1491,1491,1,"return ' '.join(map(parens, expr.args))","return ' '.join(map(parens, expr.args))",exact match
sympy__sympy-14248,9986b38181cdd556a3f3411e553864f11912244e,sympy/printing/pretty/pretty.py,822,822,822,1,"return self._print_seq(expr.args, None, None, ' + ')","return self._print_seq(expr.args, None, None, ' + ')",exact match
sympy__sympy-15345,9ef28fba5b4d6d0168237c9c005a550e6dc27d81,sympy/printing/mathematica.py,102,102,102,1,"return expr.func.__name__ + ""[%s]"" % self.stringify(expr.args, "", "")","return expr.func.__name__ + ""[%s]"" % self.stringify(expr.args, "", "")",exact match
sympy__sympy-15976,701441853569d370506514083b995d11f9a130bd,sympy/printing/mathml.py,789,789,789,1,x.appendChild(msub),x.appendChild(msub),exact match
sympy__sympy-15976,701441853569d370506514083b995d11f9a130bd,sympy/printing/mathml.py,795,795,795,1,x.appendChild(msup),x.appendChild(msup),exact match
sympy__sympy-15976,701441853569d370506514083b995d11f9a130bd,sympy/printing/mathml.py,801,801,801,1,x.appendChild(msubsup),x.appendChild(msubsup),exact match
sympy__sympy-16792,09786a173e7a0a488f46dd6000177c23e5d24eed,sympy/utilities/codegen.py,742,742,742,1,new_args.append(InputArgument(symbol)),new_args.append(InputArgument(symbol)),exact match
sympy__sympy-17318,d4e0231b08147337745dcf601e62de7eefe2fb2d,sympy/simplify/sqrtdenest.py,159,159,159,1,if all((x**2).is_Rational for x in pargs):,if all((x**2).is_Rational for x in pargs):,exact match
sympy__sympy-18698,3dff1b98a78f28c953ae2140b69356b8391e399c,sympy/polys/polytools.py,5953,5953,5953,1,"return coeff, factors","return coeff, factors",exact match
sympy__sympy-19495,25fbcce5b1a4c7e3956e6062930f4a44ce95a632,sympy/sets/conditionset.py,245,245,245,1,if cond is S.true:,if cond is S.true:,exact match
sympy__sympy-19495,25fbcce5b1a4c7e3956e6062930f4a44ce95a632,sympy/sets/conditionset.py,246,246,246,1,"return ConditionSet(new, Contains(new, base), base)","return ConditionSet(new, Contains(new, base), base)",exact match
sympy__sympy-19783,586a43201d0357e92e8c93548d69a9f42bf548f4,sympy/physics/quantum/operator.py,310,310,310,1,"if isinstance(other, Operator):","if isinstance(other, Operator):",exact match
sympy__sympy-19783,586a43201d0357e92e8c93548d69a9f42bf548f4,sympy/physics/quantum/dagger.py,13,13,13,1,class Dagger(adjoint):,class Dagger(adjoint):,exact match
sympy__sympy-20438,33b47e4bd60e2302e42616141e76285038b724d6,sympy/sets/handlers/issubset.py,13,13,13,1,return None,return None,exact match
sympy__sympy-20438,33b47e4bd60e2302e42616141e76285038b724d6,sympy/sets/handlers/comparison.py,59,59,59,1,return None,return None,exact match
sympy__sympy-20438,33b47e4bd60e2302e42616141e76285038b724d6,sympy/sets/handlers/comparison.py,29,29,29,1,return False,return False,exact match
sympy__sympy-20438,33b47e4bd60e2302e42616141e76285038b724d6,sympy/core/relational.py,308,308,308,1,dif = r.lhs - r.rhs,dif = r.lhs - r.rhs,exact match
sympy__sympy-21379,624217179aaf8d094e6ff75b7493ad1ee47599b0,sympy/core/mod.py,169,169,169,1,"G = gcd(p, q)","G = gcd(p, q)",exact match
sympy__sympy-21596,110997fe18b9f7d5ba7d22f624d156a29bf40759,sympy/sets/handlers/intersection.py,309,309,309,1,base_set -= FiniteSet(xis),base_set -= FiniteSet(xis),exact match
sympy__sympy-21596,110997fe18b9f7d5ba7d22f624d156a29bf40759,sympy/sets/handlers/intersection.py,311,311,311,1,"base_set -= ConditionSet(n, Eq(im, 0), S.Integers)","base_set -= ConditionSet(n, Eq(im, 0), S.Integers)",exact match
sympy__sympy-21596,110997fe18b9f7d5ba7d22f624d156a29bf40759,sympy/sets/handlers/intersection.py,307,307,307,1,"x, xis = zip(*[solve_linear(i, 0) for i in Mul.make_args(im) if n in i.free_symbols])","x, xis = zip(*[solve_linear(i, 0) for i in Mul.make_args(im) if n in i.free_symbols])",exact match
sympy__sympy-21596,110997fe18b9f7d5ba7d22f624d156a29bf40759,sympy/sets/handlers/intersection.py,315,315,315,1,"sol = list(zip(*[solve_linear(i, 0) for i in Mul.make_args(im) if n in i.free_symbols]))","sol = list(zip(*[solve_linear(i, 0) for i in Mul.make_args(im) if n in i.free_symbols]))",exact match
sympy__sympy-21596,110997fe18b9f7d5ba7d22f624d156a29bf40759,sympy/sets/handlers/intersection.py,319,319,319,1,base_set -= FiniteSet(xis),base_set -= FiniteSet(xis),exact match
sympy__sympy-21930,de446c6d85f633271dfec1452f6f28ea783e293f,sympy/physics/secondquant.py,481,481,481,1,"return ""b^\\dagger_{%s}"" % self.state.name","return ""b^\\dagger_{%s}"" % self.state.name",exact match
sympy__sympy-21930,de446c6d85f633271dfec1452f6f28ea783e293f,sympy/physics/secondquant.py,942,942,942,1,"return ""a^\\dagger_{%s}"" % self.state.name","return ""a^\\dagger_{%s}"" % self.state.name",exact match
sympy__sympy-22080,3f8c8c2377cb8e0daaf8073e8d03ac7d87580813,sympy/printing/codeprinter.py,490,490,490,1,"a_str = [self.parenthesize(x, prec) for x in a]","a_str = [self.parenthesize(x, prec) for x in a]",exact match
sympy__sympy-22080,3f8c8c2377cb8e0daaf8073e8d03ac7d87580813,sympy/printing/precedence.py,134,134,134,1,return PRECEDENCE_VALUES[n],return PRECEDENCE_VALUES[n],exact match
sympy__sympy-24562,b1cb676cf92dd1a48365b731979833375b188bf2,sympy/core/numbers.py,1630,1630,1630,1,q *= p.q,q *= p.q,exact match
